word_id	word	parent_id	tag	dependency	lemmatized	sentence_id	pol
1	Россия	6	PROPN	nsubj	россия	1	0
2	никуда	6	ADV	advmod	никуда	1	0
3	не	4	PART	neg	не	1	0
4	денется,	6	ADV	advmod	деваться	1	0
5	Великобритании	4	PROPN	nmod	великобритания	1	0
6	следует	0	VERB	ROOT	следовать	1	0
7	работать	6	VERB	xcomp	работать	1	0
8	с	9	ADP	case	с	1	0
9	ней	7	PRON	nmod	она	1	0
1	inosmi.ruПосмотреть	0	VERB	ROOT	inosmi	2	0
2	оригиналапрель	1	NOUN	nsubj	оригиналапрель	2	0
3	19-го,	2	PUNCT	appos	19	2	0
4	2016	3	ADJ	amod	2016	2	0
1	Россия	3	PROPN	nsubj	россия	3	0
2	прочно	3	ADV	advmod	прочно	3	0
3	стоит	0	VERB	ROOT	стоять	3	0
4	на	6	ADP	case	на	3	0
5	своих	6	PRON	det	свой	3	0
6	позициях.	3	PUNCT	nmod	позиция	3	0
1	Как	4	ADP	case	как	4	0
2	самая	4	ADJ	amod	самый	4	0
3	большое	4	ADJ	amod	большой	4	0
4	государство	0	NOUN	ROOT	государство	4	0
5	по	6	ADP	case	по	4	0
6	площади	4	NOUN	nmod	площадь	4	0
7	занимаемой	8	VERB	acl	занимать	4	0
8	территории,	6	NOUN	nmod	территория	4	0
9	шестая	12	ADJ	amod	шестой	4	0
10	по	11	ADP	case	по	4	0
11	величине	9	NOUN	nmod	величина	4	1
12	экономика	6	NOUN	nmod	экономика	4	0
13	в	16	ADP	case	в	4	0
14	мире,	16	ADJ	amod	мир	4	0
15	девятая	16	ADJ	amod	девятый	4	0
16	страна	4	NOUN	nmod	страна	4	0
17	по	18	ADP	case	по	4	0
18	численности	16	NOUN	nmod	численность	4	0
19	населения,	18	NOUN	nmod	население	4	0
20	а	19	CONJ	cc	а	4	0
21	также	20	CONJ	mwe	также	4	0
22	обладатель	19	NOUN	conj	обладатель	4	0
23	постоянного	24	ADJ	amod	постоянный	4	0
24	кресла	22	NOUN	nmod	кресло	4	0
25	в	26	ADP	case	в	4	0
26	Совете	24	NOUN	nmod	совет	4	0
27	Безопасности	26	NOUN	nmod	безопасность	4	1
28	ООН,	22	PROPN	appos	оон	4	0
29	Россия	28	PROPN	name	россия	4	0
30	—	4	PUNCT	nmod	"—
"	4	0
31	и	30	CONJ	cc	и	4	0
32	этого	33	DET	det	это	4	0
33	никто	35	NOUN	nsubj	никто	4	0
34	не	35	PART	neg	не	4	0
35	станет	30	VERB	conj	становиться	4	0
36	отрицать	35	VERB	xcomp	отрицать	4	0
37	—	43	SYM	nsubj	"—
"	4	0
38	является	43	VERB	cop	являться	4	0
39	мощным	43	ADJ	amod	мощный	4	1
40	и	39	CONJ	cc	и	4	0
41	влиятельным	39	ADJ	conj	влиятельный	4	0
42	восточным	43	ADJ	amod	восточный	4	0
43	соседом	36	NOUN	ccomp	сосед	4	0
44	Европы.	43	PROPN	nmod	европа	4	0
1	В	3	ADP	case	в	5	0
2	настоящий	3	ADJ	amod	настоящий	5	0
3	момент	5	NOUN	nmod	момент	5	0
4	страна	3	NOUN	nmod	страна	5	0
5	переживает	0	VERB	ROOT	переживать	5	0
6	целый	7	ADJ	amod	целый	5	0
7	ряд	5	NOUN	dobj	ряд	5	0
8	трудностей,	7	NOUN	nmod	трудность	5	-1
9	как	10	ADP	case	как	5	0
10	внутренних,	5	ADV	nmod	внутренний	5	0
11	так	10	ADV	cc	так	5	0
12	и	11	CONJ	mwe	и	5	0
13	на	15	ADP	case	на	5	0
14	международном	15	ADJ	amod	международный	5	0
15	уровне,	16	NOUN	nmod	уровень	5	0
16	включая	10	VERB	conj	включая	5	0
17	сокрушительную	18	ADJ	amod	сокрушительный	5	0
18	рецессию,	16	NOUN	dobj	рецессия	5	-1
19	тревожную	20	ADJ	amod	тревожный	5	-1
20	ситуацию	18	NOUN	appos	ситуация	5	0
21	с	22	ADP	case	с	5	0
22	правами	18	NOUN	nmod	право	5	0
23	человека	22	NOUN	nmod	человек	5	0
24	и	22	CONJ	cc	и	5	0
25	пренебрежение	22	NOUN	conj	пренебрежение	5	0
26	со	27	ADP	case	со	5	0
